SF Link,Account Name,Status,Combined Activation Status,Brightwheel Plan,Monthly Spend,EC Customer,K12 Signal,Website,City,State,Zip,Phone,Customer Type,Active Students,Billing Active (L30D)
0013u00001asKLIAA2,Taylor Early Childhood Center,Inactive Prospect,Onboarding,,,No,Website,https://www.dunklin.k12.mo.us/,Herculaneum,Missouri,63048-1011,(636)479-5200,Non-Target,,
0013u00001bQ7N0AAK,Tecumseh Public Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",www.tps.k12.mi.us/web/ps.html,Adrian,Other,49221,5174249957,,,
001PB00000KBofVYAT,Terrebonne Parish School District,Inactive Prospect,Onboarding,,,No,Name (District),tpsd.org,Los Angeles,Louisiana,90001,(985) 879-6400,,,
0013u00001lLCS1AAO,Territorial Preschool,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",junctioncity.k12.or.us,Junction City,Oregon,97448,(541) 998-8371,Non-Target,,
0013u000015Fve6AAC,The Early Childhood Center at Central Avenue Preschool,Inactive Prospect,Onboarding,Inactive,,No,"Website, Contact Email",naugatuck.k12.ct.us,Kansas City,CT,64112,-4964,Single-Site,,
001PB00000R9MY2YAN,The learners,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",wood.k12.wv.us,,West Virginia,,(681) 297-7921,,,
001Rd00000FHCgrIAH,The Nathaniel Jones Early Learning CenterAUG24,Inactive Prospect,Onboarding,Free,,Yes,"Website, Contact Email",pike.k12.in.us,Indianapolis,Indiana,46254,(317)387-7110,,,
001Rd00000FrH5JIAV,The Nest Childcare,Inactive Prospect,SaaS Only Activated,Inactive,,No,Website,http://www.earle.crsc.k12.ar.us/,Barre Town,Vermont,5649,(802) 622-0101,Single-Site,29,
001PB00000aKgPpYAK,The Place To Grow,Inactive Prospect,Onboarding,,,No,Website,dickenson.k12.va.us/default.aspx,Maple Ridge,BC,V2W 1,7789274204,,,
001Rd000005wkimIAA,The School District of Osceola County,Inactive Prospect,Onboarding,,,No,Name (District),osceolaschools.net,Saint Cloud,Florida,34769,(407) 870-4911,,,
0013u00001Pxl5SAAR,Thermalito Union Elementary School District,Inactive Prospect,Onboarding,,,No,Name (District),www.thermalito.org,Oroville,California,95965-3000,(530) 538-2950,,,
0013u00001MapHpAAJ,Tillamook School district 9,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",tillamook.k12.or.us,Tillamook,Oregon,97141,503 842 4414,Non-Target,,
0013u000018AtgEAAS,Toltec School District,Inactive Prospect,Onboarding,Free,,No,Name (District),toltecsd.org,,Arizona,,5154223497,,,
001Rd00000EeNM3IAN,Toronto District School Board,Inactive Prospect,Onboarding,,,No,Name (District),,,Ontario,,16475243228,,,
001PB00000ZpA1BYAV,Troy Consolidated School District 30C,Inactive Prospect,Onboarding,,,No,Name (District),,,Illinois,,(815) 351-4161,,,
001Rd000002QWUaIAO,Tucson Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),,Vail,Arizona,85641,5202481826,Non-Target,,
0013u00001ZROnxAAH,Tulare City School District Frank Kohn Elementary School,Inactive Prospect,Onboarding,,,No,Name (District),tcsdk8.org,Tulare,California,93274,15596856500,Non-Target,,
001PB00000PLYhtYAH,Turkey Run Elementary,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",ncp.k12.in.us,Marshall,Indiana,47859,7652300243,,,
001PB00000GU0FtYAL,Tustin Unified School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",tustin.k12.ca.us,Tustin,California,92780,7149283085,,,
001PB00000JUQS3YAP,Twin Rivers Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),trusd.net,North Highlands,California,95660,(916) 566-1600,,,
0013u00001SLrL0AAL,Twin Valley Elementary,Inactive Prospect,Onboarding,,,No,Contact Email,https://www.twinvalleyschooldistrict.us/elementary,Wilmington,Vermont,5363,(802) 464-5177,,,
0013u00001pE5eJAAS,Two Rivers School District,Inactive Prospect,Onboarding,,,No,Name (District),trgators.org,,,,4792723113,,,
001Rd000007uCGzIAM,Union County School District,Inactive Prospect,Billing Only Activated,Free,,No,"Website, Name (District)",https://www.union.k12.fl.us/pre-k,Lake Butler,Florida,32054,(352) 448-5086,Single-Site,56,No
0013u00001mBDpyAAG,UNITED TWP HS DISTRICT 30,Inactive Prospect,Onboarding,,,No,Name (District),uths.net,East Moline,IL,61244,3097521633,,,
001PB00000JJs3OYAT,Upper Deerfield Township School District,Inactive Prospect,Onboarding,,,No,Name (District),udts.org,,New Jersey,,16092473857,,,
0013u00001in7twAAA,Uxbridge Extended Day,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",uxbridge.k12.ma.us,,Massachusetts,,(508) 365-9101,,,
001PB00000aEKycYAG,Valley Preschool and Childcare Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",nfv.k12.ia.us,,Iowa,,(563) 590-7814,,,
0013u00001nGMGCAA4,Velma-Alma Es,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",velma-alma.k12.ok.us,Velma,Oklahoma,73491,5802033702,,,
001PB00000LPHWFYA5,Vernon & District Immigrant & Css Childcare Center,Inactive Prospect,Onboarding,,,No,Name (District),,Vernon,California,90058,(778) 475-9228,,,
0013u00001m9hUOAAY,Vernon Hills Park District,Inactive Prospect,Onboarding,,,No,Name (District),http://www.clarendonhillsparkdistrict.org/,Clarendon Hills,IL,60514,847-996-6808,,,
001PB00000H3ulSYAR,Vista Verde Preschool,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",greenfield.k12.ca.us,Greenfield,California,93927,8312238552,,,
0013u00001dSavSAAS,Wadena-Deer Creek Public Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",wdc2155.k12.mn.us,,,,2184622505,,,
0013u00001ICraxAAD,Walnut Acres Preschool,Inactive Prospect,Onboarding,Free,,No,Contact Email,http://www.walnutacreschildrenscenter.org/,PATTERSON,California,95363,(209) 892-4550,,,
0013u00001rUS0PAAW,Walnut Street Extended Day Program,Inactive Prospect,Onboarding,,,No,Website,http://old.dmps.k12.ia.us/schools/1Walnut/about-history.html,Des Moines,Iowa,50309,(515) 242-8438,,,
0013u00001VRB4hAAH,Wasatch County School District Preschool Program,Inactive Prospect,Onboarding,,,No,Name (District),wasatch.edu,Heber City,Utah,84032,14356540280,,,
001PB00000P2A3KYAV,Washington-Nile Local School District,Inactive Prospect,Onboarding,,,No,Name (District),westsenators.org,West Portsmouth,Ohio,45663,(740) 858-1111,,,
001PB00000NVw8wYAD,Washtucna School District,Inactive Prospect,Onboarding,,,No,Name (District),tucna.wednet.edu,,Washington,,(509) 646-3237,,,
0013u00001mBV7MAAW,WATERBURY PUBLIC SCHOOLS,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",waterbury.k12.ct.us,,,,2035748004,,,
0013u00001SKj7TAAT,Watertown-Mayer Kids' Company,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",wm.k12.mn.us,Watertown,Minnesota,55388,6125815909,Non-Target,,
0013u00001NOTHxAAP,Wcc Bear Cub Preschool,Inactive Prospect,Onboarding,,,No,Website,wccsd.k12.ar.us,Judsonia,Arkansas,72081,(501) 729-4292,,,
0011I00000EFmogQAD,WDCSchools,Inactive Prospect,Onboarding,,,No,Website,wdc2155.k12.mn.us,WADENA,Minnesota,56482,(218) 632-2168,,,
0013u00001MaFrfAAF,Weldon Preschool Global Academy,Inactive Prospect,Onboarding,,,No,Website,weldoncityschools.k12.nc.us,Weldon,North Carolina,27890,(252) 536-4815,,,
001Rd0000096dj3IAA,West Aurora School District,Inactive Prospect,Onboarding,,,No,Name (District),sd129.org,Aurora,Illinois,60506,(630) 333-7897,,,
0013u00001q5Ob1AAE,West Hills Community College District,Inactive Prospect,Onboarding,,,No,Name (District),whccd.edu,,,,5599342180,,,
0013u00001VRTfHAAX,West Las Vegas Ehs & Hs @ Tony Serna,Inactive Prospect,Onboarding,,,No,Website,wlvs.k12.nm.us,Las Vegas,New Mexico,87701,(505) 426-2823,,,
0013u00001fGif2AAC,West Liberty Community School District ELC,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",https://www.wl.k12.ia.us/,West Liberty,Iowa,52776,(319) 430-7711,,,
0013u00001MXpN5AAL,West Memorial,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",http://www.peabody.k12.ma.us,Peabody,Massachusetts,1960,9785365850,,,
0013u00001YXqfDAAT,West Orange Elementary School,Inactive Prospect,Onboarding,,,No,Website,orangeusd.k12.ca.us,Orange,CA,92868,7149976283,Non-Target,,
0013u00001fFmIHAA0,West Sioux Preschool/Day,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",w-sioux.k12.ia.us,IRETON,Iowa,51027,7122781145,,,
0013u00001NOZ62AAH,Westminster School District - Schroeder Preschool,Inactive Prospect,Onboarding,,,No,Name (District),schroeder.wsdk8.us,Huntington Beach,California,92647,(714) 894-7268,,,
001Rd00000Ad3BbIAJ,Westran R1,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",westran.k12.mo.us,HUNTSVILLE,Missouri,65259,(660) 277-5436,,,
0013u00001NMbVJAA1,Whiteville Primary,Inactive Prospect,Onboarding,,,No,Website,whiteville.k12.nc.us,Whiteville,North Carolina,28472,19106425168,,,
0011I00001AUR4jQAH,Wildwood Childcare Center,Inactive Prospect,Onboarding,,,No,Website,https://www.jackson.k12.ms.us/timberlawn,JACKSON,Mississippi,39209,6019227215,,,
0013u00001NNlPKAA1,Willamette Infant Toddler Center/Little Wolverine Preschool,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",bethel.k12.or.us,Eugene,Oregon,97402,15416890731,,,
001PB00000Y4wjOYAR,Williamson Central School District,Inactive Prospect,Onboarding,,,No,Name (District),williamsoncentral.org,,New York,,3155899661,,,
001PB00000Ma0L1YAJ,Willow Creek Elementary School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",willowcreek.k12.ca.us,,California,,7076856175,,,
001PB00000LPYOzYAP,Willows Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),https://www.willowsunified.org/,Willows,California,95988,5309346600,,,
001Rd00000GVrtFIAT,Winfield City Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",winfield.k12.al.us,Winfield,AL,35594,#ERROR!,,,
0013u00001bQNSMAA4,Wisconsin Connections Academy,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",aasd.k12.wi.us,Appleton,Wisconsin,54911,9209937076,Non-Target,,
0013u000017WgMZAA0,Wiseburn Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),,,California,,#ERROR!,Non-Target,,
0013u00001DyxQkAAJ,Wittenberg Birnawood School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",wittbirn.k12.wi.us,Wittenberg,Wisconsin,54499,7152532211,Non-Target,,
0013u00001mAil2AAC,Wlv Family Partnership,Inactive Prospect,Onboarding,,,No,Website,http://www.wlvs.k12.nm.us/o/wlvs/page/west-las-vegas-family-partnership,Las Vegas,NM,87701,5054262559,Non-Target,,
0013u00001UwF0XAAV,Woodlake Unified School District-Lulu Blair Kress,Inactive Prospect,Onboarding,,,No,Name (District),woodlakepublicschools.orgdepartmentslulu_blair_kress_preschool,Woodlake,California,93286,(559) 564-1801,,,
001PB00000TcYWDYA3,Woolwine Early Learning Center,Inactive Prospect,Onboarding,,,No,Website,www.patrick.k12.va.us/,Woolwine,VA,24185,2766925839,,,
001PB00000MGwI0YAL,Worth County R-III Elementary Preschool,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",wc.k12.mo.us,,Arkansas,,(660) 254-3898,,7,
0013u00001VPrS4AAL,Wrap Around,Inactive Prospect,Onboarding,,,No,Website,hayward.k12.wi.us,,Wisconsin,,(715) 638-9247,,,
0013u00001YXptOAAT,Yakima School District,Inactive Prospect,Onboarding,Free,,No,Name (District),https://www.ysd7.org/Page/1841,Yakima,Washington,98908,15095735980,Single-Site,,
0013u00001LM5GTAA1,YMCA,Inactive Prospect,Onboarding,Free,,Yes,Website,spotsylvania.k12.va.us,Spotsylvania,Virginia,22553,5407359622,,,
001PB00000HoZC5YAN,ymca,Inactive Prospect,Onboarding,Free,,No,Website,http://ses.burke.k12.nc.us/,Morganton,South Carolina,28655,(980)348-7120,,,
0011I0000143ezCQAQ,YMCA of Western Monmouth Co. Catena School,Inactive Prospect,Onboarding,,,No,Website,freeholdtwp.k12.nj.us,Freehold,New Jersey,7728,(732) 462-0464,,,
001PB00000NSVZuYAP,Yorkville School District,Inactive Prospect,Onboarding,Free,,No,Name (District),y115.org,Bristol,Illinois,60512,(630) 740-4696,,,
0013u00001T33yBAAR,Young Men's Christian Association of the Virginia Peninsulas,Inactive Prospect,Onboarding,,,No,Website,https://www.richmond-county.k12.va.us/2/department2/8,WARSAW,VA,22572,8043333510,,,
0011I00000Zm30wQAB,Zebra Stripes,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",claremore.k12.ok.us,Verdigris,Oklahoma,74019,9189234204,Non-Target,,
0011I000017Ni2qQAC,[Pre-K] Hatboro-Horsham School District,Cancelled Customer,SaaS and Billing Activated,Inactive,,No,Name (District),hhsd.org,HATBORO,Pennsylvania,19040,2154205470,Multi-Site Parent,132,No
0013u00001CBuM5AAL,All Around Children - Oakfield,Cancelled Customer,SaaS Only Activated,Inactive,,No,Website,WWW.OAKFIELD.K12.WI.US,Cleveland,Ohio,44105,216-561-2446,Multi-Site Child,84,
0013u00001c1BbuAAE,Altenburg Public School District,Cancelled Customer,SaaS and Billing Activated,Inactive,,No,Name (District),altenburgps.eduk12.net,ALTENBURG,Missouri,63732-6169,(573) 824-5857,Single-Site,125,No
0013u00001WRW47AAH,Beck Academy,Cancelled Customer,Onboarding,Inactive,,No,"Website, Contact Email",greenville.k12.sc.us,Greenville,South Carolina,29605,(864) 567-0154,Single-Site,31,
0013u00001CC9qTAAT,Bertha Neal Elementary,Cancelled Customer,Billing Only Activated,Inactive,,No,"Website, Contact Email",durand.k12.mi.us,Durand,Michigan,48429,19892882016,Single-Site,,No
0011I00000VTDZWQA5,Bigelow High School,Cancelled Customer,SaaS Only Activated,Inactive,,No,"Website, Contact Email",bigelow.k12.ar.us,BIGELOW,AR,72016,8702135294,Single-Site,30,
001Rd000002dMagIAE,Brini Daycare,Cancelled Customer,Onboarding,Inactive,,No,Website,https://www.nps.k12.nj.us/prk,Newark,New Jersey,7104,9733368949,Single-Site,7,
0011I00000UWRCyQAP,Buena Vista School District,Cancelled Customer,SaaS Only Activated,Inactive,,No,Name (District),http://bvschools.org/,Dillon,Colorado,81211,7193955273,Single-Site,76,
0013u00001Jx0AcAAJ,Camden Fairview ABC Preschool,Cancelled Customer,SaaS Only Activated,Inactive,,No,"Website, Contact Email",cfsd.k12.ar.us,CAMDEN,Arkansas,71701,(870) 836-0138,Single-Site,80,
0013u00001cUjwnAAC,Canby School District,Cancelled Customer,SaaS and Billing Activated,Inactive,,Yes,"Contact Email, Name (District)",,,Oregon,,(971) 412-5044,Single-Site,44,No
001PB00000QHTBVYA5,Cardinal Kids Club/ Spring Valley School District,Cancelled Customer,SaaS Only Activated,Inactive,,No,"Website, Contact Email, Name (District)",springvalley.k12.wi.us,Spring Valley,Wisconsin,54767,(651) 334-2710,Single-Site,36,
0011I00000YIEwxQAH,Castro Valley Unified State PreSchool,Cancelled Customer,SaaS Only Activated,Inactive,,No,"Website, Contact Email",cv.k12.ca.us,Hayward,California,94546,15102198959,Single-Site,47,
001Rd00000FAh6IIAT,Resa’s Home Away from Home Daycare,Active Premium Customer,SaaS and Billing Activated,Premium,$49.00,No,Website,http://kilncreek.nn.k12.va.us/,Newport News,Virginia,23602,7576041443,Single-Site,10,Yes
001PB00000IkADNYA3,Charlotte Football Club,Cancelled Customer,SaaS Only Activated,Inactive,,No,Contact Email,charlottefootballclub.com,,North Carolina,,(585) 802-8865,Single-Site,762,
001Rd000009KxehIAC,Christina Bott,Cancelled Customer,Onboarding,Inactive,,No,Website,https://hhs.wcs.k12.va.us?fbclid=iwar1fwvvwge_2jjrgim_3ek__8zuu5q3sxg1otaq1v6sq0_l_wm64cyvfx2o,Damascus,VA,24236,(276) 623-7990,Single-Site,,
001Rd00000AfhT4IAJ,Dayton Public Schools,Cancelled Customer,SaaS Only Activated,Inactive,,No,Website,http://www.dps.k12.oh.us/schools/elementary/rosa-parks.html,Dayton,Ohio,45406,937-542-3044,Single-Site,103,
0013u00001LNUMgAAP,Eagles Nest,Cancelled Customer,SaaS Only Activated,Inactive,,No,"Website, Contact Email",hps.k12.ok.us,Hennessey,Oklahoma,73742,14058534735,Single-Site,21,
001Rd00000BCyjdIAD,Early Childhood Center,Cancelled Customer,Onboarding,Inactive,,No,"Website, Contact Email",warren.k12.in.us,Indianapolis,Indiana,46229,3303221298,Single-Site,164,
0011I00000YJP47QAH,East Side Union High School District Group,Cancelled Customer,Onboarding,Inactive,,No,Name (District),esuhsd.org,San Jose,California,95131,408-347-5000 -- Main Line,Multi-Site Parent,,
0011I00000ZlRAKQA3,Frankfort-Elberta Area Schools,Cancelled Customer,SaaS and Billing Activated,Inactive,,No,"Website, Contact Email",frankfort.k12.mi.us,Birmingham,Michigan,48009,231-651-9008,Non-Target,1,No
0011I00000EFmagQAD,Full Circle Care,Cancelled Customer,Onboarding,Inactive,,No,Website,kiel.k12.wi.us,Kiel,WI,53063,#ERROR!,Single-Site,158,
001PB00000Nflc5YAB,General Districts,Cancelled Customer,SaaS Only Activated,Inactive,,No,Name (District),,,,,,Multi-Site Child,274,
001PB00000IrLqLYAV,Genesee Intermediate School District,Cancelled Customer,SaaS Only Activated,Inactive,,No,Name (District),,,Michigan,,(810) 600-5441,Single-Site,17,
0013u00001dUWjiAAG,Gervais School District,Cancelled Customer,SaaS Only Activated,Inactive,,No,"Website, Contact Email, Name (District)",gervais.k12.or.us,Gervais,Oregon,97026,(503) 792-3803,Single-Site,52,
001Rd00000AVKMVIA5,Only I Childcare,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Website,https://district.wayne.k12.in.us/2018/03/06/way-pre-k-applications-now-available/,Indianapolis,IN,46241,3175365771,Single-Site,9,
001PB00000KDFDtYAP,Growing Together Preschool,Cancelled Customer,Onboarding,Inactive,,Yes,"Website, Contact Email",mishawaka.k12.in.us,Mishawaka,Indiana,46544,5743614695,Single-Site,66,
0011I00000UTRwGQAX,Haddon Heights,Cancelled Customer,SaaS Only Activated,Inactive,,No,"Website, Contact Email",hhsd.k12.nj.us,Williamstown,New Jersey,8035,856-745-8185,Single-Site,31,
0013u00001RSQ9KAAX,Hatboro-Horsham School District -[School Age],Cancelled Customer,SaaS and Billing Activated,Inactive,,No,Name (District),https://www.hatboro-horsham.org/domain/11,Hatboro,PENNSYLVANIA,19044,215) 420-5470,Multi-Site Child,358,No
0013u00001RSQ9LAAX,Hatboro-Horsham School District [Summer],Cancelled Customer,SaaS and Billing Activated,Inactive,,No,Name (District),https://www.hatboro-horsham.org/domain/11,Hatboro,PENNSYLVANIA,19044,215) 420-5470,Non-Target,953,No
0013u00001Jk9VEAAZ,Hazen Pre-K,Cancelled Customer,SaaS Only Activated,Inactive,,No,Contact Email,https://www.facebook.com/hazenprek/,Cordova,Tennessee,38016,18702554547,Single-Site,26,
0011I00000YHTlIQAX,Jackson Public School (JPS),Cancelled Customer,SaaS Only Activated,Inactive,,No,"Website, Contact Email",jackson.k12.ms.us,Jackson,MS,39213,6623129249,Single-Site,35,
0011I00000Zl9HiQAJ,Ken-Caryl Metropolitan District,Cancelled Customer,Onboarding,Inactive,,No,Name (District),https://ken-carylranch.org/programs-activities/youth-classes/preschool-tots-nursery/preschool-classes/,Littleton,Colorado,80127,3039702233,Single-Site,67,
0011I00000Nyv8mQAB,Laugh & Learn Child Care Center,Cancelled Customer,Onboarding,Inactive,,No,Website,http://www.earle.crsc.k12.ar.us/,Conway,Arkansas,72331,5015046991,Single-Site,42,No
0013u000015xFZbAAM,Learning Loft Hill District,Cancelled Customer,SaaS and Billing Activated,Inactive,,No,Name (District),http://www.wrightchildcareschools.com,Pittsburgh,Pennsylvania,15206,(412) 706-1919,Multi-Site Child,15,No
0013u000018ocklAAA,Lil Friends Rapid City,Cancelled Customer,SaaS and Billing Activated,Inactive,,No,Website,https://www.svs.k12.sd.us/,Rapid City,SD,57703,6053489731,Multi-Site Parent,104,No
0011I00000x3CaIQAU,Little Giants Early Learning Center,Cancelled Customer,Onboarding,Inactive,,No,Website,WWW.BLUEEARTH.K12.MN.US,BLUE EARTH,Minnesota,56013,(507) 526-5554,Multi-Site Parent,156,
0011I00000yDgGDQA0,Little Giants Early Learning Center 2,Cancelled Customer,Onboarding,Inactive,,No,"Website, Contact Email",WWW.BLUEEARTH.K12.MN.US,BLUE EARTH,Minnesota,56013,(507) 526-5554,Multi-Site Child,,
